터미널: 감곡시외터미널
출발,요금(어른),소요시간
18:41,6,900 원,01:19
터미널: 덕진공용정류장
출발,요금(어른),소요시간
터미널: 도안
출발,요금(어른),소요시간
07:22,4,800 원,00:59
11:34,4,800 원,00:59
16:50,4,800 원,00:59
터미널: 동서울종합터미널
출발,요금(어른),소요시간
06:00,12,800 원,02:00
06:30,12,800 원,02:00
